SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,1kmAlt,MeanAnnTemp,MeanAnnRain
BFA115,BFR024,Mexico,Veracruz,Las Choapas,Rancho El Saguayo,17.85105,-94.1086,Precise,Plantación de hule,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,32,25.7,2480
BFA116,BFR024,Mexico,Veracruz,Las Choapas,Rancho Santa Cruz,17.77990,-94.11633333,Precise,Plantación de hule,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,84,25.5,2546
BFA117,BFR024,Mexico,Veracruz,Hidalgotitlán,El Fortuño,17.27812,-94.65205,Precise,Acahual de selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,115,25.2,3602
BFA118,BFR024,Mexico,Veracruz,Uxpanapa,Álvaro Obregón,17.29325,-94.38706667,Precise,Plantación de hule,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,105,25.5,3779
BFA119,BFR024,Mexico,Veracruz,Uxpanapa,Arroyo Zarzo,17.20195,-94.47378333,Precise,Selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,254,23.9,3200
BFA120,BFR024,Mexico,Veracruz,Uxpanapa,Benito Juárez,17.45038,-94.31735,Precise,Selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,84,25.6,3233
BFA121,BFR024,Mexico,Veracruz,Uxpanapa,Congregación L. Tamayo,17.17307,-94.01021389,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,780,22.6,1942
BFA122,BFR024,Mexico,Veracruz,Uxpanapa,Cueva de la Virgen,17.44652,-94.30925,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,106,25.5,3293
BFA123,BFR024,Mexico,Veracruz,Uxpanapa,Cueva Guillén,17.27490,-94.48306667,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,97,25.4,3764
BFA124,BFR024,Mexico,Veracruz,Uxpanapa,Poblado 11-Cueva,17.25715,-94.29208333,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,69,25.7,3961
BFA125,BFR024,Mexico,Veracruz,Uxpanapa,Poblado 11-Hular,17.24572,-94.28456667,Precise,Plantación de hule,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,79,25.7,4004
BFA126,BFR024,Mexico,Veracruz,Uxpanapa,La Cuchilla,17.38548,-94.41838333,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,169,25.3,3442
BFA127,BFR024,Mexico,Veracruz,Uxpanapa,La Joya,17.21290,-94.28498333,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,255,24.7,3865
BFA128,BFR024,Mexico,Veracruz,Uxpanapa,Liberales,17.29535,-94.1574,Precise,Acahual de selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,149,25.3,4066
BFA129,BFR024,Mexico,Veracruz,Uxpanapa,Nuevo Córdoba,17.29535,-94.07461667,Precise,Selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,467,23.5,2845
BFA130,BFR024,Mexico,Veracruz,Uxpanapa,Plan de Arroyo,17.23575,-94.63351667,Precise,Plantación de hule,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,88,25.3,3716
BFA131,BFR024,Mexico,Veracruz,Uxpanapa,Poblado 12-Horqueta,17.22077,-94.20563333,Precise,Plantación de hule,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,74,25.8,4076
BFA132,BFR024,Mexico,Veracruz,Uxpanapa,Progreso-Chapultepec,17.38950,-94.06361667,Precise,Selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,93,25.5,3507
BFA133,BFR024,Mexico,Veracruz,Uxpanapa,Río Grande,17.27328,-94.36215,Precise,Cueva,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,57,25.7,3812
BFA134,BFR024,Mexico,Veracruz,Uxpanapa,Úrsulo Galván,17.22577,-94.48468333,Precise,Acahual de selva alta perennifolia,Rainforest,Petén-Veracruz moist forests,Mesoamerica,725,208,24.8,3698
BFA135,BFR025,Mexico,Yucatan,Huhı´,Cenote Usil,20.70524,-89.20096667,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,24,26.1,1089
BFA136,BFR025,Mexico,Yucatan,Homún,Cenote Acula,20.71451,-89.25430833,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,17,26.1,1080
BFA137,BFR025,Mexico,Yucatan,Homún,Ejido Homu´ n,20.77234,-89.26692222,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,21,26,1054
BFA138,BFR025,Mexico,Yucatan,Tunkás,Ejido Tunka´s,20.90099,-88.751303,Not precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,19,25.9,1131
BFA139,BFR025,Mexico,Yucatan,Tunkás,Cenote Tepaka´n,20.88600,-88.68301944,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,24,25.9,1168
BFA140,BFR025,Mexico,Yucatan,Espita,Ex Hacienda Pom,21.06521,-88.42101667,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,27,25.6,1130
BFA141,BFR025,Mexico,Yucatan,Espita,Cenote Pom,21.10683,-88.43851389,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,21,25.6,1117
BFA142,BFR025,Mexico,Yucatan,Buctzotz,Cenote X-limon-Ha,21.18176,-88.6368,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,9,25.8,1081
BFA143,BFR025,Mexico,Yucatan,Buctzotz,Rancho Santa Cruz,21.19020,-88.54203333,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,14,25.7,1069
BFA144,BFR025,Mexico,Yucatan,Buctzotz,Rancho El Roble,21.21571,-88.72906111,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,9,25.8,1064
BFA145,BFR025,Mexico,Yucatan,Buctzotz,Cenote Azul,21.22719,-88.67926667,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,7,25.8,1042
BFA146,BFR025,Mexico,Yucatan,Quintana Roo,Cenote Kax Ek,20.88028,-88.6217,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,25,25.8,1195
BFA147,BFR025,Mexico,Yucatan,Hunucma,Huerto Hunucma,21.00906,-89.86411111,Precise,Selva baja y media caducifolia,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,7,25.8,751
BFA148,BFR026,Brazil,Santa Catarina,Praia Grande,National Park of Aparados da Serra,-29.17758,-50.106547,Not precise,Ombrophylous dense submontane forest,Rainforest,Araucaria moist forests,Atlantic Forest,NA,942,15.1,1895
BFA149,BFR026,Brazil,Santa Catarina,Criciúma,Peirurban matrix of Criciúma municipality,-28.67748,-49.370417,Not precise,Ombrophylous dense submontane forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,50,19.5,1356
BFA150,BFR027,Costa Rica,Costa Rica,Costa Rica,Costa Rica,9.74743,-83.752024,Not precise,NA,Rainforest,Talamancan montane forests,Mesoamerica,NA,1329,19.2,4515
BFA151,BFR027,Honduras,Honduras,Honduras,Honduras,15.19700,-86.24052,Not precise,NA,Rainforest,Central American pine-oak forests,Mesoamerica,NA,907,22.7,1375
BFA152,BFR027,Mexico,Mexico,Mexico,Mexico,23.63451,-102.55278,Not precise,NA,Mixed forest,Meseta Central matorral,Mesoamerica,NA,1977,16.2,355
BFA153,BFR027,Panama,Panama,Panama,Panama,8.53798,-80.782127,Not precise,NA,Coastal sandy mosaic,Isthmian-Pacific moist forests,Mesoamerica,NA,1176,20.7,2618
BFA154,BFR027,Trinidad,Trinidad,Trinidad,Trinidad,10.69180,-61.222503,Not precise,NA,NA,Trinidad and Tobago moist forests,NA,NA,177,23.9,2759
BFA155,BFR028,Brazil,Minas Gerais,Minas Gerais,"Lagoa do Cajueiro State Park (PELC), Jaíba Biological Reserve, Serra Azul Biological Reserve, and Serra do Cipó National Park.",-17.67400,-43.8579,Not precise,"Tropical dry forest, Cerrado and rupestrian grasslands",Semideciduos forest,Bahia interior forests,Atlantic Forest,NA,838,21.1,1215
BFA156,BFR029,Brazil,Maranhão,São Luís,São Luís,-2.82885,-43.9971,Not precise,NA,Coastal sandy mosaic,Maranhão Baba forests,Amazonia,NA,47,27,1769
BFA157,BFR030,Paraguay,Central,Central,Central,-23.65050,-57.63816667,Precise,NA,Deciduous forest,Dry Chaco,Gran Chaco,120,78,23.6,1245
BFA157,BFR030,Paraguay,Presidente Hayes,Presidente Hayes,Presidente Hayes,-25.07100,-58.57983333,Precise,NA,Seasonal floodplain forest,Humid Chaco,Gran Chaco,120,85,22.8,1089
BFA157,BFR030,Paraguay,Cordillera,Cordillera,Cordillera,-25.94517,-56.60133333,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,100,104,21.9,1419
BFA157,BFR030,Paraguay,Paraguari,Paraguari,Paraguari,-23.25233,-57.44666667,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,120,88,23.8,1348
BFA157,BFR030,Paraguay,Concepción,Concepción,Concepción,-21.03950,-57.49283333,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,120,108,25.1,1220
BFA157,BFR030,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-20.08533,-59.472034,Not precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,120,121,25,845
BFA157,BFR030,Paraguay,Misiones,Misiones,Misiones,-26.75767,-56.83583333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Pampa,70,97,22,1605
BFA157,BFR030,Paraguay,Itapúa,Itapúa,Itapúa,-20.18300,-55.86116667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,170,136,24.6,1417
BFA157,BFR030,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-23.80833,-58.157,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,90,94,23.7,1084
BFA157,BFR030,Paraguay,San Pedro,San Pedro,San Pedro,-22.63167,-56.128,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,250,280,23,1395
BFA157,BFR030,Paraguay,Amambay,Amambay,Amambay,-22.63183,-56.02383333,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,280,255,23.2,1398
BFA157,BFR030,Paraguay,Concepción,Concepción,Concepción,-26.12817,-57.0225,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,270,98,22,1413
BFA157,BFR030,Paraguay,Neembucú,Neembucú,Neembucú,-24.49867,-58.12433333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Pampa,60,87,23.2,1026
BFA157,BFR030,Paraguay,Canindeyú,Canindeyú,Canindeyú,-23.27867,-55.50566667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,250,500,21.5,1551
BFA157,BFR030,Paraguay,Presidente Hayes,Presidente Hayes,Presidente Hayes,-21.48017,-57.54866667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,80,117,24.9,1280
BFA157,BFR030,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-23.45267,-59.55216667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,70,115,23.5,830
BFA157,BFR030,Paraguay,Presidente Hayes,Presidente Hayes,Presidente Hayes,-22.45267,-59.80716667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,120,128,24.7,665
BFA157,BFR030,Paraguay,Boqueron,Boqueron,Boqueron,-24.50717,-62.34416667,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,240,191,22.8,666
BFA157,BFR030,Paraguay,Canindeyú,Canindeyú,Canindeyú,-25.53833,-54.6375,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,300,227,21.3,1707
BFA157,BFR030,Paraguay,Caazapá,Caazapá,Caazapá,-26.07733,-55.48366667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,300,243,20.9,1632
BFA157,BFR030,Paraguay,Paraguari,Paraguari,Paraguari,-21.19000,-56.84966667,Precise,NA,Deciduous forest,Alto Paraná Atlantic forests,Gran Chaco,150,564,22.5,1347
BFA157,BFR030,Paraguay,Boqueron,Boqueron,Boqueron,-19.54850,-61.69683333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,250,333,24.7,501
BFA157,BFR030,Paraguay,Alto Paraguay,Alto Paraguay,Alto Paraguay,-26.36333,-60.52733333,Precise,NA,Seasonal floodplain forest,Alto Paraná Atlantic forests,Gran Chaco,150,105,21.7,956
BFA157,BFR030,Paraguay,Itapuá,Itapuá,Itapuá,-26.36333,-55.52416667,Precise,NA,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,400,407,20.1,1676
BFA158,BFR031,Mexico,Tamaulipas,Tamauín ,"Cave on the property of the Hotel Taninul, Taninul 1",21.93687,-98.888969,Not precise,NA,Mixed forest,Veracruz moist forests,Mesoamerica,NA,52,25.1,1201
BFA159,BFR032,Brazil,Rio de Janeiro,Nova Iguaçu,Tinguá Biological Reserve,-22.59490,-43.42070,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,48,23.3,1673
BFA160,BFR033,Brazil,Mato Grosso do Sul ,Nova Andradina,The legal reserve of Fazenda Dona Amélia,-22.21037,-53.47654889,Precise,Cerrado with influences of Atlantic rainforest,Seasonal floodplain forest,Serra do Mar coastal forests,Atlantic Forest,NA,370,22.9,1410
BFA161,BFR034,Brazil,São Paulo,Cananéia,Parque Estadual da Ilha do Cardoso,-25.13359,-47.9416,Not precise,Atlantic forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,125,22.5,2511
BFA162,BFR035,Colombia,Sucre,Sucre,Reserva Forestal Protectora Serranía de Coraza,9.53278,-75.34995833,Precise,tropical dry forest ,Deciduous forest,Magdalena-Urabá moist forests,Caribbean,NA,265,26.4,1337
BFA163,BFR036,Brazil,Mato Grosso do Sul ,Jardim,"southern part of the Serra da Bodoquena National Park, on the Campo  Verde farm",-21.41333,-56.77555556,Precise,savannah forests associated with karstic reliefs and rocky soils,Semideciduos forest,Cerrado,Atlantic Forest,NA,487,22.8,1357
BFA164,BFR037,Brazil,Bahia,Santa Cruz de Cabrália,Cave da Reserva Particular do Patrimonio Natural Estação Veracel,-16.38856,-39.16883333,Precise,Atlantic rain forest with human-made structure,Rainforest,Bahia coastal forests,Atlantic Forest,NA,77,24,1480
BFA165,BFR037,Brazil,Bahia,Santa Cruz de Cabrália,Cave da Reserva Particular do Patrimonio Natural Estação Veracel,-16.38856,-39.16883333,Precise,Atlantic rain forest,Rainforest,Bahia coastal forests,Atlantic Forest,NA,77,24,1480
BFA166,BFR038,Brazil,Rio de Janeiro,Mangaratiba,Marambaia Island ,-23.06756,-43.88312,Not precise,"Forest remnants, mangrove patches and dunes",Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,9,23.4,1343
BFA167,BFR038,Brazil,Rio de Janeiro,Seropédica,Campus of the Federal Rural University of Rio de Janeiro,-22.80750,-43.62138889,Precise,"Experimental plantations of coffee, cocoa and banana",Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,20,23.7,1322
BFA168,BFR039,Panama,Veraguas province,Montijo and Soná,Coiba National Park (CNP),7.46086,-81.73048,Not precise,NA,Coastal sandy mosaic,Isthmian-Pacific moist forests,Mesoamerica,NA,24,25.9,3322
BFA169,BFR040,Brazil,Brasilia,Brasilia Federal Distric,Area de Proteção Ambiental de Cafuringa (APAC),-15.73244,-47.81666667,Precise,Cerrado,Seasonal riverine forest,Cerrado,Cerrado,NA,1118,21.1,1532
BFA170,BFR041,Brazil,Rio de Janeiro,"Engenheiro Paulo de Frotin, in Pau Ferro Mountain Range",Instituto Zoobotanico de Morro Azul (IZMA),-22.48333,-43.56666667,Precise,Semi-deciduous forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,748,619,20.3,1528
BFA171,BFR042,Costa Rica,Costa Rica,Costa Rica,Las Cruces Biological Reserve,8.78333,-82.95,Precise,"Pasture, cropland, house and remnant forest fragment",Rainforest,Isthmian-Pacific moist forests,Mesoamerica,1100,1148,20.5,3349
BFA172,BFR043,Brazil,Paraná,Fazenda do Rio Grande,"Fazenda Experimental Gralha Azul, pertenecente à Pontificia Universidade Catolica de Paraná",-25.65000,-49.26666667,Precise,Fragmentos forestais,Rainforest,Araucaria moist forests,Atlantic Forest,NA,915,16.8,1282
BFA173,BFR044,Brazil,Paraná,São Jose dos Pinhais,Serro e Gemido,-25.53458,-49.203265,Not precise,NA,Rainforest,Araucaria moist forests,Atlantic Forest,NA,907,16.9,1281
BFA100,BFR044,Brazil,São Paulo,São Paulo,Parque Estadual Serra da Cantareira,-23.42183,-46.621414,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,1170,16.1,1517
BFA174,BFR044,Brazil,São Paulo,Riberão Venerando,Estação Biologica Boraceia,-21.32314,-50.309621,Not precise,NA,Rainforest,Alto Paraná Atlantic forests,Atlantic Forest,NA,376,22.3,1185
BFA175,BFR045,Honduras,Olancho,"La Unión, Jano y Esquipulas del Norte",Refugio La Muralla,15.08333333,-86.73333333,Precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,1421,19.6,1464
BFA176,BFR046,French Guiana,Apatou,Apatou,Apatou,5.15390,-54.339883,Not precise,NA,Savanna woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,17,26.6,2373
BFA177,BFR046,French Guiana,Awala-Yalimapo,Awala-Yalimapo,Awala-Yalimapo,5.73624,-53.909524,Not precise,NA,Coastal sandy mosaic,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,5,26.6,1899
BFA178,BFR046,French Guiana,Camopi,Camopi,Pic Coudreau du Sud,3.16602,-52.341382,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,78,25.8,2518
BFA179,BFR046,French Guiana,Grand-Santi,Grand-Santi,Gaa Kaba (Montagne Francaise),4.25073,-54.38225,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,67,26.4,2465
BFA180,BFR046,French Guiana,Kourou,Kourou,Kourou,5.16113,-52.649336,Not precise,NA,Savanna woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,2,26,2815
BFA181,BFR046,French Guiana,Mana,Mana,"Crique
Gargoulette along National Road",5.66801,-53.778958,Not precise,NA,Coastal sandy mosaic,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,5,26.6,1973
BFA182,BFR046,French Guiana,Maripasoula,Maripasoula,Atachi Bakka,3.54914,-53.91562,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,632,22.3,2581
BFA183,BFR046,French Guiana,Matoury,Matoury,Lagune Concorde,4.83178,-52.345373,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,24,26.5,3518
BFA184,BFR046,French Guiana,Montsinery,Montsinery,Crique Cascade,4.89472,-52.502522,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,15,26.3,3215
BFA185,BFR046,French Guiana,Regina,Regina,Approuague Saut Athanase,4.18718,-52.334466,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,9,25.7,3586
BFA186,BFR046,French Guiana,Regina,Regina,"Grande Montagne Tortue, piste de Belizon, pK-13",4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA187,BFR046,French Guiana,Regina,Regina,Grotte Mathilde,4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA188,BFR046,French Guiana,Regina,Regina,Montagne des Gouffres,4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA189,BFR046,French Guiana,Regina,Regina,Nouragues,4.30968,-52.134179,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,2,25.8,3747
BFA190,BFR046,French Guiana,Roura,Roura,Cacao,4.54893,-52.491857,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,16,25.9,3695
BFA191,BFR046,French Guiana,Roura,Roura,Crique Boulanger,4.60509,-52.332878,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,20,26,3785
BFA192,BFR046,French Guiana,Roura,Roura,grotte Fourgassié,4.63167,-52.337391,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,10,26.1,3779
BFA193,BFR046,French Guiana,Roura,Roura,Trésor Nature Preservation,4.61021,-52.279023,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,259,24.8,3715
BFA194,BFR046,French Guiana,Saint-Elie,Saint-Elie,Trinité Nature Preservation,4.82274,-53.276409,Not precise,NA,Rainforest,Guianan moist forests,Amazonia,NA,133,24.8,2700
BFA195,BFR046,French Guiana,Saint-Georges-Oyapock,Saint-Georges-Oyapock,Trois-Palétuviers,4.06667,-51.666667,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,16,25.9,3554
BFA196,BFR046,French Guiana,Saül,Saül,near the village,3.86586,-53.387041,Not precise,NA,Floodplain forest,Guianan moist forests,Amazonia,NA,131,25.2,2404
BFA197,BFR046,French Guiana,Sinnamary,Sinnamary,Paracou at CIRAD,5.37491,-52.95484,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,6,26.1,2661
BFA198,BFR046,French Guiana,Sinnamary,Sinnamary,"Piste de Saint-Elie, pK-15",5.37714,-52.95737,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,7,26.1,2653
BFA199,BFR046,French Guiana,Sinnamary,Sinnamary,"National Road, pK-106",5.37714,-52.95737,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,7,26.1,2653
BFA200,BFR046,French Guiana,Sinnamary,Sinnamary,Yiyi,5.37714,-52.95737,Not precise,NA,Hinterland sandy woodland,Amazon-Orinoco-Southern Caribbean mangroves,Amazonia,NA,7,26.1,2653
BFA201,BFR047,Brazil,São Paulo,São Paulo,Estação Ecológica de Caetetus,-22.37500,-49.625,Precise,Forest semideciduos,Rainforest,Alto Paraná Atlantic forests,Atlantic Forest,NA,586,20.4,1293
BFA202,BFR048,Brazil,Goias,Serranopolis,Reserva Particular do Patrimônio Natural Pousada das Araras,-18.41666667,-52,Not precise,Cerrado,Semideciduos forest,Cerrado,Atlantic Forest,600,578,24.3,1536
BFA203,BFR049,Mexico,Nuevo Leon,Santiago,Cueva de la Boca,25.43194444,-100.1519444,Precise,Arid region,Mixed forest,Sierra Madre Oriental pine-oak forests,NA,NA,471,21.9,1006
BFA204,BFR050,Mexico,Veracruz,Tilapan,Cave near Tilapan,18.85,-96.66666667,Precise,evergreen forest and riparian vegetation,Rainforest,Veracruz moist forests,Mesoamerica,NA,225,24.7,1460
BFA204,BFR050,Mexico,Puebla,Puebla,Zapotlitan Salinas,18.33333333,-97.46666667,Precise,Cactus forest,Semi-arid thorny woodland,NA,Mesoamerica,NA,1494,20.3,424
BFA205,BFR051,Mexico,Jalisco,Chamela,bas,19.592702,-105.044375,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,127,26.1,849
BFA206,BFR051,Mexico,Jalisco,Chamela,hn2,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA207,BFR051,Mexico,Jalisco,Chamela,jgp,19.83621,-105.237339,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,108,26.2,819
BFA208,BFR051,Mexico,Jalisco,Chamela,lfh,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA209,BFR051,Mexico,Jalisco,Chamela,hn2,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA210,BFR051,Mexico,Jalisco,Chamela,na1,19.74379,-104.93301,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,625,24.2,1581
BFA211,BFR051,Mexico,Jalisco,Chamela,na2,19.74379,-104.93301,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,625,24.2,1581
BFA212,BFR051,Mexico,Jalisco,Chamela,scu,19.774031,-105.077875,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,211,25.9,1074
BFA213,BFR051,Mexico,Jalisco,Chamela,udg,19.592702,-105.044375,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,127,26.1,849
BFA214,BFR051,Mexico,Jalisco,Chamela,unam,19.592702,-105.044375,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,127,26.1,849
BFA215,BFR051,Mexico,Jalisco,Chamela,zap,19.421689,-104.822458,Not precise,"riparian vegetation, medium forest, low forest",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,41,26.3,852
BFA216,BFR052,United States,Puerto Rico,Arecibo,"Cueva de los Culebrones, Mata de Platano Field Station",18.44,-66.7,Not precise,NA,Coral limestone deciduous woodland,Puerto Rican moist forests,Caribbean,NA,8,25.6,1424
BFA217,BFR053,Panama,Panama,Panama,Agua Salud 1,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA217,BFR053,Panama,Panama,Panama,Agua Salud 2,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA217,BFR053,Panama,Panama,Panama,Agua Salud 3,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA217,BFR053,Panama,Panama,Panama,Agua Salud 4,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA217,BFR053,Panama,Panama,Panama,Agua Salud 5,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
BFA217,BFR053,Panama,Panama,Panama,Agua Salud garden,9.245869,-79.71819,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,292,25.4,2726
