SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,Elevationfrom,MeanAnnTemp,MeanAnnRain,Observations
BFA216,BFR054,Costa Rica,Costa Rica,Costa Rica,18 different locations across Coto Brus valley,8.954045,-83.070404,Not precise,mixture of tropical wet forest and farmland,Rainforest,Isthmian-Pacific moist forests,Mesoamerica,NA,391,25,2615,NA
BFA217,BFR055,Brazil,Minas Gerais,Uberlândia,The “Panga” ecological reservation,-19.18611111,-48.40972222,Precise,Cerrado,Semideciduous forest,Alto Paraná Atlantic forests,Atlantic Forest,800,827,22,1445,NA
BFA218,BFR056,United States,Puerto Rico,Arecibo,"Mata del Plátano field station, Interamerican University",18.475718,-66.759438,Not precise,"subtropical, successional forest, dominated by deciduous trees",NA,Puerto Rican moist forests,Caribbean,NA,11,25.6,1349,NA
BFA219,BFR057,Mexico,Chiapas,Chiapas,Cueva del naranjo,16.85444444,-93.70444444,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,800,23.2,871,NA
BFA220,BFR057,Mexico,Chiapas,Chiapas,Cueva del Cerro hueco,16.72111111,-93.09,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,800,23.3,1058,NA
BFA221,BFR057,Mexico,Chiapas,Chiapas,Cueva del Guano,16.81027778,-93.175,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,837,23.2,967,NA
BFA222,BFR057,Mexico,Colima,Colima,Cueva del Salitre,19.0825,-103.7330556,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,345,26.2,832,NA
BFA223,BFR057,Mexico,Colima,Colima,Cueva de los Animales,19.14944444,-103.8330556,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,414,25.7,850,NA
BFA224,BFR057,Mexico,Colima,Colima,Cueva 1,19.1992,-103.9146611,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,276,26.1,856,NA
BFA225,BFR057,Mexico,Nayarit,San Blas,Cueva El Naranjal,21.47941667,-105.0775833,Not precise,NA,Mixed forest,Jalisco dry forests,Mesoamerica,NA,491,23.2,1505,NA
BFA226,BFR057,Mexico,Quintana Roo,Lazaro Cardenas,Cueva de Zereque (Actun Tzuub),20.80416667,-87.47611111,Not precise,NA,Limestone rainforest,Yucatán moist forests,Mesoamerica,NA,14,25.3,1254,NA
BFA227,BFR057,Mexico,Yucatan,Yucatan,Cavity 1,20.29027778,-89.64536111,Not precise,NA,Semideciduous forest,Yucatán dry forests,Mesoamerica,NA,61,26,1043,NA
BFA228,BFR057,Mexico,Yucatan,Yucatan,Cavity 2,20.29277778,-89.645,Not precise,NA,Semideciduous forest,Yucatán dry forests,Mesoamerica,NA,57,26,1044,NA
BFA229,BFR057,Mexico,Yucatan,Yucatan,Cueva El Naranjal,20.19888889,-89.31,Not precise,NA,Semideciduous forest,Yucatán dry forests,Mesoamerica,NA,45,25.6,1099,NA
BFA230,BFR057,Mexico,Yucatan,Yucatan,Cueva Tzabnáh (13 cenotes),20.73916667,-89.47944444,Not precise,NA,Semideciduous forest,Yucatán dry forests,Mesoamerica,NA,15,25.9,1001,NA
BFA231,BFR057,Mexico,Yucatan,Yucatan,Grutas de la Santa Maria,20.74694444,-89.29638889,Not precise,NA,Semideciduous forest,Yucatán dry forests,Mesoamerica,NA,19,26,1056,NA
BFA232,BFR057,Mexico,Yucatan,Yucatan,Cueva near to cenote Bal-mil,20.75277778,-89.25138889,Not precise,NA,Semideciduous forest,Yucatán dry forests,Mesoamerica,NA,16,26,1065,NA
BFA233,BFR058,Brazil,Rio de Janeiro,Several,Several,-22.3772,-42.864547,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,1150,19,1609,"Paraíso do Tobias        -21.4045        -42.06766667
Morro de São João        -22.51        -41.99230556
Reserva Ecológica de Guapiaçú        -22.51444444        -42.97694444
Ponte Coberta        -22.65741667        -43.80269444
Coroa Grande        -22.88438889        -43.85108333
Ilha de Itacuruçá        -22.92763889        -43.88466667
Ilha de Jaguanum        -22.99208333        -43.92288889
Ilha da Marambaia        -23.0675        -43.88722222
Sahy        -22.93272222        -44.01211111
Hotel Portobello        -22.90333333        -44.06977778
RB Rio das Pedras        -22.99427778        -44.10480556
Ilha da Gipóia        -23.046808        -44.360207"
BFA234,BFR059,Brazil,Rio de Janeiro,Paracambi,Curió Municipal Natural Park,-22.575,-43.69166667,Precise,Atlantic Forest remnant,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,370,21,1451,NA
BFA156,BFR060,Brazil,Rio de Janeiro,Nova Iguaçu,Tinguá Biological Reserve and two areas sorrounding it,-22.59484444,-43.41823426,Precise,Atlantic forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,124,23.3,1673,NA
BFA235,BFR061,Mexico,Jalisco,Autlan,Autlan,19.770774,-104.366757,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,961,23.2,828,NA
BFA236,BFR061,Mexico,Jalisco,Autlan,"Autlan, El Coyame, Las Joyas Station",19.61824767,-104.3875113,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,760,23.9,1308,NA
BFA237,BFR061,Mexico,Jalisco,Autlan,"Autlan, El Totole, La Marmolera",19.6249465,-104.4904995,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,304,25.6,1530,NA
BFA238,BFR061,Mexico,Jalisco,Casimiro Castillo,El Coyame,19.497929,-104.521476,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,378,25.3,1419,NA
BFA239,BFR061,Mexico,Jalisco,Casimiro Castillo,"El Coyame, El Totole",19.488524,-104.567859,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,290,25.5,1251,NA
BFA240,BFR061,Mexico,Jalisco,Casimiro Castillo,"El Coyame, El Totole, Villa Purificación",19.56517633,-104.5808217,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,544,24.7,1578,NA
BFA241,BFR061,Mexico,Jalisco,Casimiro Castillo,"El Coyame, La Pareja",20.0467045,-104.379702,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,1388,20.4,990,NA
BFA242,BFR061,Mexico,Jalisco,La Huerta,El Totole,19.479119,-104.614242,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,345,25.4,1195,NA
BFA243,BFR061,Mexico,Jalisco,La Huerta,"El Totole, La Marmolera, El Coyame",19.488524,-104.567859,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,290,25.5,1251,NA
BFA244,BFR061,Mexico,Jalisco,Autlan,Jalocote Rancho de Arturo Moreno,19.819736,-104.422709,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1245,20.9,1125,NA
BFA245,BFR061,Mexico,Jalisco,Autlan ,"Jalocote, El Coyame, La Pareja, Las Joyas Station, Autlan, Villa Purificación",19.678592,-104.438398,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,580,24.5,1501,NA
BFA246,BFR061,Mexico,Jalisco,Juchitlan,"Juchitlan, La Marmolera",20.082958,-104.100083,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1252,21.6,718,NA
BFA247,BFR061,Mexico,Jalisco,Juchitlan,"Juchitlan, La Pareja",20.339219,-104.1690055,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,1661,18.3,1025,NA
BFA248,BFR061,Mexico,Jalisco,La Joya,La Joya Neverias,20.84698,-103.979004,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,1396,20.5,943,NA
BFA249,BFR061,Mexico,Jalisco,Juchitlan,La Marmolera,20.659523,-103.349425,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Bajo dry forests,Mesoamerica,NA,1557,19.7,939,NA
BFA250,BFR061,Mexico,Jalisco,Ameca,La Pareja,20.59548,-104.237928,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Sinaloan dry forests,Mesoamerica,NA,1037,22.8,848,NA
BFA251,BFR061,Mexico,Jalisco,Autlan,"La Pareja, Autlan",20.183127,-104.3023425,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1473,19.9,1021,NA
BFA252,BFR061,Mexico,Jalisco,Chamela,"Rancho Cerro El Tigre, Chamela, Villa Purificación",19.6226265,-104.8402705,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,403,25.2,1366,NA
BFA253,BFR061,Mexico,Jalisco,Villa Prurificación,Villa Purificación,19.718481,-104.606747,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,443,25.1,1743,NA
BFA254,BFR061,Mexico,Jalisco,Villa Prurificación,"Villa Purificación, La Pareja, Autlan",20.028245,-104.4038107,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,1404,20.5,1030,NA
BFA255,BFR062,Brazil,Minas Gerais,"Alfenas, Areado, and Monte Belo",forest remnants with distinct areas,-21.38097222,-46.21263889,Precise,Atlantic Forest and Cerrado,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,916,19.8,1521,NA
BFA256,BFR063,Brazil,Minas Gerais,Minduri and Carrancas,Chapada do Abanador,-21.58333333,-46.55,Not precise,Campos de altitude and campos rupestres with large extensions of grasslands and eventually some shrub-sized species,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,916,19.2,1542,NA
BFA257,BFR064,Brazil,Paraná,Guaratuba,"Guaratuba Bay, Southern Brazil",-25.83333333,-48.56666667,Precise,NA,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,195,19.8,2046,NA
BFA258,BFR065,Venezuela,Falcón,Falcón,Piedra Honda Cave,11.91702778,-70.01908333,Precise,semiarid landscape,Rainforest,Paraguana xeric scrub,Caribbean,NA,153,26.8,529,NA
BFA259,BFR066,Mexico,Veracruz,Several,Several,19.28907407,-96.28287037,Not precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,9,25.4,1190,"Encinar        19.91194444        -97.20277778
Utrera        19.285        -96.51972222
Ruiz        18.67027778        -95.12611111

"
BFA260,BFR066,Mexico,Veracruz,Several,Several,19.11268519,-95.8375,Not precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,0,NA,NA,"Perico        18.66166667        -95.21527778
Divino        18.64222222        -95.19333333
Clarín        20.03416667        -97.10388889"
BFA261,BFR066,Mexico,Veracruz,Several,Several,19.7225,-96.72666667,Not precise,Silvopastoril,Rainforest,Veracruz moist forests,Mesoamerica,NA,1900,15.6,1664,"Soledad        20.03555556        -97.0775
CBTA 17        19.40944444        -96.37583333"
BFA262,BFR067,Brazil,Mato Grosso do Sul,Campo Grande,Florestinha,-20.44740917,-54.56204222,Precise,NA,Semideciduous forest,Cerrado,Atlantic Forest,NA,629,22.9,1461,NA
BFA263,BFR067,Brazil,Mato Grosso do Sul,Campo Grande,Centro de Educação Ambiental Polonês,-20.44740917,-54.58050444,Precise,NA,Semideciduous forest,Cerrado,Atlantic Forest,NA,606,23.1,1457,NA
BFA264,BFR068,Brazil,Pará,"Altamira, Vitória do Xingu, Brasil Novo, Bragança and Nova Timboteua",Urban and Rural areas,-1.547430149,-74.51849065,Not precise,Secondary vegetation,Rainforest,Iquitos varzea,Amazonia,NA,160,25.9,2836,NA
BFA265,BFR069,Brazil,Brasilia,Brasilia,"Cerrado Biosphere Reserve Federal District: Brasília National Park (PNB), Gama-Cabeça de Veado Environmental Protection Area (AGCV) and Águas Emendadas Ecological Station (ESECAE) ",-15.7262037,-47.84453704,Precise,savanna habitats and forested riparian areas,Savanna woodland,Cerrado,Cerrado,NA,1040,21.5,1555,NA
BFA266,BFR070,Saint Kitts and Nevis,Saint Kitts Island,Saint Kitts Island,Saint Kitts Island,17.34338,-62.755904,Not precise,NA,NA,Leeward Islands moist forests,NA,NA,1,24.7,1525,NA
BFA267,BFR071,Brazil,Paraná,Palotina,São Camilo State Park (SCSP),-24.14916667,-53.91055556,Precise,semideciduous seasonal forest,Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,275,21.4,1467,NA
BFA268,BFR072,United States,Texas,"Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves","Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves",31.968598,-99.901812,Not precise,NA,NA,Central and Southern mixed grasslands,NA,NA,579,17.9,640,NA
BFA269,BFR073,Mexico,Michoacan,Morelia,Tiristaran,19.76527778,-101.3419444,Precise,Quercus spp. forest,Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,2170,2170,16.5,863,NA
BFA270,BFR074,Costa Rica,Several,Several,Several,10.06228238,-84.64767338,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Deciduous forest,Central American dry forests,Mesoamerica,NA,377,25.4,2979," Guanacaste        10.367062        -85.213786
Alajuela        10.1538775        -84.5962725
Cartago         9.98221        -83.6042
Puntarenas        9.74598        -85.176435"
BFA271,BFR075,Mexico,Jalisco,Coast of Chamela,Don Panchito Island,19.526511,-105.074972,Not precise,tropical deciduous and tropical semi-deciduous forests ,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,9,26.5,720,NA
BFA272,BFR076,Brazil,Maranhão,São Luís.,Quebra Pote,-2.696111111,-44.21972222,Precise,Secondary forest,Coastal sandy mosaic,Maranhão Baba forests,Atlantic Forest,NA,1,27,1711,NA
BFA273,BFR077,Brazil,Maranhão,Barreirinhas,Barreirinhas,-3,-43.1,Not precise,Cerrado,Coastal sandy mosaic,Maranhão Baba forests,Cerrado,NA,39,26.9,1564,NA
BFA274,BFR078,Ecuador,Ecuador,Ecuador,both sides of the Andes in Ecuador,-1.831239,-78.183406,Not precise,NA,NA,Eastern Cordillera real montane forests,NA,NA,2149,19.5,2952,NA
BFA275,BFR079,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.430622,-84.006969,Not precise,NA,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,57,26.1,3949,NA
BFA276,BFR080,Brazil,Paraná,Tuneiras do Oeste and Cianorte,Reserva Biológica das Perobas,-23.88111111,-52.73555556,Precise,"Floresta Estacional Semidecidual Submontana, Floresta Ombrófila Mista and pinheiro-do-paraná",Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,600,526,20.3,1445,NA
BFA277,BFR081,Brazil,Ceará,Ceará,The Serra das Almas Nature Reserve,-5.141430556,-40.91627778,Precise,Caatinga vegetation,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,604,23.4,942,NA
BFA278,BFR082,Brazil,Pernambuco,Sirinhaém,"""Forest Zone"" of the southern Pernambuco coast",-8.583333333,-35.1,Not precise,Mangroove,Rainforest,Pernambuco coastal forests,Atlantic Forest,NA,45,24.6,2048,NA
BFA279,BFR083,Brazil,Pernambuco,Moreno,Carnijó Private Natural Heritage Reserve (RPPN Carnijó),-8.116666667,-35.08333333,Precise,secondary Atlantic Rainforest,Rainforest,Pernambuco coastal forests,Atlantic Forest,NA,52,24.7,1304,NA
BFA103,BFR084,Brazil,Sergipe,Capela,Wildlife Refuge Mata do Junco (RVSMJ),-10.53333333,-37.05,Not precise,rainforest with numerous clearings surrounded by an anthropogenic matrix,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,88,24.3,1271,NA
BFA280,BFR085,Colombia,Tolima,Ambalema,Chorrillo,4.433333333,-74.8,Not precise,Dry forest,Rainforest,Magdalena Valley dry forests,Northern Andean,NA,612,27,1261,NA
BFA281,BFR086,Belize,Orange Walk,Orange Walk,Lamanai Archaeological Reserve (LAR) and the Lamanai Field Research Center (LFRC),17.76666667,-88.65,Not precise,"broadleaf tropical deciduous forest, savanna",Savanna woodland,Belizian pine forests,Mesoamerica,NA,40,25.3,1712,NA
BFA282,BFR087,Mexico,Chiapas,La Trinitaria,La cueva de San Francisco,16.09844444,-92.046,Precise,"vegetación alrededor de la cueva es bosque de encina, así como cultivos de maíz y pastizales",Mixed forest,NA,Mesoamerica,NA,1600,19,1007,NA
BFA283,BFR088,Mexico,Oaxaca,Santa María Huatulco,cave “Cerro Huatulco”,15.84991667,-96.35108333,Precise,"surrounded by patches of tropical forest with medium-sized semideciduous trees, shade coffee plantations, and grasslands",Seasonal riverine forest,Oaxacan montane forests,Mesoamerica,NA,370,25.4,1244,NA
BFA284,BFR089,Brazil,Mato Grosso do Sul,Bandeirantes,Fazenda Cervinho,-19.9551,-54.33577778,Precise,Cerrado,Semideciduous forest,Cerrado,Atlantic Forest,613,570,23.3,1485,NA
BFA285,BFR090,Mexico,Michoacan,Uruapan,Urapan,19.4198,-102.127789,Not precise,"Cloud forest, Gallery Forest, Pine Forest, Pine–oak forest, Tropical dry Forest, Grassland.",Mixed forest,Western Congolian forest-savanna mosaic,Mesoamerica,NA,1892,16.8,1343,NA
BFA286,BFR090,Mexico,Michoacan,Uruapan,Toreo el Alto,19.478683,-102.003928,Not precise,"Cloud forest, Gallery Forest, Pine Forest, Pine–oak forest, Tropical dry Forest, Grassland.",Mixed forest,Southern Rift montane forest-grassland mosaic,Mesoamerica,NA,1906,16.5,1237,NA
BFA287,BFR091,Mexico,Veracruz,Coatepec,Campo Viejo,19.451938,-96.959451,Not precise,Mountain cloud forest,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,1192,19.1,1809,NA
BFA288,BFR091,Mexico,Veracruz,Xalapa,Jardin de las Esculturas,19.543775,-96.910181,Not precise,Mountain cloud forest,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,1464,17.7,1663,NA
BFA289,BFR091,Mexico,Veracruz,Xalapa,"Santuario del Bosque de Niebla, INECOL A.C.",19.543775,-96.910181,Not precise,Mountain cloud forest,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,1464,17.7,1663,NA
BFA290,BFR092,Brazil,Mato Grosso do Sul,Campo Grande,Instituto de Pesquisa São Vicente (IPS),-20.38569444,-54.608,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduous forest,Cerrado,Atlantic Forest,NA,664,22.8,1466,NA
BFA291,BFR092,Brazil,Mato Grosso do Sul,Campo Grande,Area de Preservação do Corrego Bandeira (APABAND),-20.49194444,-54.57916667,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduous forest,Cerrado,Atlantic Forest,NA,626,23.1,1456,NA
BFA292,BFR092,Brazil,Mato Grosso do Sul,Campo Grande,Centro de Educação Ambiental do Imbirussu(CEAIMB),-20.44805556,-54.69388889,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduous forest,Cerrado,Atlantic Forest,NA,552,23.3,1454,NA
BFA293,BFR093,Brazil,Minas Gerais,Serra da Piedade,cave named Piedade located in Monumento Natural Estadual Serra da Piedade,-19.82222222,-43.67583333,Precise,"semi-deciduous forest, rupestrian field ",Semideciduous forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,909,16.5,1637,NA
BFA294,BFR094,Brazil,Mato Grosso do Sul,Mato Grosso do Sul,Cerrado ,-20.772227,-54.785154,Not precise,Typical savannic landscapes,Semideciduous forest,Cerrado,Atlantic Forest,NA,524,23.3,1429,NA
BFA295,BFR094,Brazil,Mato Grosso do Sul,Mato Grosso do Sul,Pantanal,-20.772227,-54.785154,Not precise,Typical savannic landscapes,Semideciduous forest,Cerrado,Atlantic Forest,NA,524,23.3,1429,NA
BFA296,BFR095,Mexico,Durango,Sierra Madre Occidental,Sierra Madre Occidental,25.91666667,-105.875,Not precise,pine-oak forest,Mixed forest,NA,Neartic Mexico,NA,1988,15.8,526,NA
BFA275,BFR096,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.41666667,-84,not precise,primary and secondary tropical forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,49,26,4023,NA
BFA297,BFR097,Panama,Panama,Panama,Chucantí,8.8046,-78.4595,Precise,premontane wet forests and tropical moist forests,Rainforest,Eastern Panamanian montane forests,Mesoamerica,NA,903,19.7,2192,NA
BFA298,BFR098,Mexico,Sonora,Pinacate,Pinacate,31.64766667,-113.4815278,Precise,NA,Semi-desert and desert,Sonoran desert,Neartic Mexico,NA,191,21.2,108,NA
BFA299,BFR098,Mexico,Sonora,Hermosillo,Hermosillo,29.59052778,-110.80275,Precise,NA,Semi-desert and desert,Sonoran desert,Neartic Mexico,NA,501,22.1,396,NA
BFA300,BFR098,Mexico,Guerrero,Colotlipa,Colotlipa,17.26163889,-99.09058333,Precise,NA,Mixed forest,Sierra Madre del Sur pine-oak forests,Mesoamerica,NA,1300,22.6,1567,NA
BFA301,BFR098,Mexico,Chiapas,Laguitos,Laguitos,16.78001944,-93.14886111,Precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,838,23.4,974,NA
BFA302,BFR098,Mexico,Morelos,El Salitre,El Salitre,18.78972222,-99.15333333,Precise,NA,Semi-arid thorny woodland,Balsas dry forests,Mesoamerica,NA,1603,21.2,993,NA
BFA303,BFR098,Mexico,Jalisco,Chamela,Chamela,19.526772,-105.073794,Not precise,NA,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,9,26.5,720,NA
BFA303,BFR099,Mexico,Jalisco,Chamela,Chamela-Cuixmala Biosphere Reserve (CCBR) ,19.526772,-105.073794,Not precise,dry forest and riparian forest,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,9,26.5,720,NA
BFA304,BFR100,Colombia,Valle del Cauca,Buenaventura,Reserva Natural Quebrada Pericos,3.848805556,-76.78722222,Precise,Tropical wet forest,Rainforest,Cauca Valley montane forests,Mesoamerica,NA,463,24.9,2644,NA
BFA305,BFR101,Mexico,Veracruz,Tlalnelhueayocan,Agüita Fría,19.52128,-96.99019,Precise,Tropical montane cloud forest,Cloud Forest,Oaxacan montane forests,Mesoamerica,NA,1455,17.8,1708,NA
BFA306,BFR101,Mexico,Veracruz,Coatepec,An abandoned shaded coffee plantation in “Consolapa”,19.48538,-96.96138,Precise,Tropical montane cloud forest,Cloud Forest,Oaxacan montane forests,Mesoamerica,NA,1300,18.7,1701,NA
BFA289,BFR101,Mexico,Veracruz,Xalapa,"Santuario del Bosque de Niebla, INECOL A.C.",19.51363,-96.94315,Precise,Tropical montane cloud forest,Cloud Forest,Oaxacan montane forests,Mesoamerica,NA,1343,18.5,1621,NA
BFA307,BFR102,Colombia,Magdalena,Calabazo,Calabazo,11.28448,-73.99206,Precise,Tropical dry forest,Semideciduous forest,Guajira-Barranquilla xeric scrub,Caribbean,135.6,186,27.5,1163,NA
BFA308,BFR102,Colombia,Córdoba,Tierralta,"Cajón del Diablo, Finca El Danubio",8.28878,-75.99408,Precise,Tropical dry forest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,47.9,80,27.1,1444,NA
BFA309,BFR102,Colombia,Córdoba,Tierralta,Estación Ecológica Las Guartinajas,8.06241,-76.15948,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,65.3,68,26.9,1989,NA
BFA310,BFR102,Colombia,Córdoba,San Andres de Sotavento,"Roma, Los Carretos",9.22717,-75.46544,Precise,Tropical dry forest,Floodplain forest,Magdalena-Urabá moist forests,Caribbean,137.6,124,26.9,1209,NA
BFA311,BFR102,Colombia,Córdoba,Tierralta,"Tuis Tuis, Finca El Tutifruti",8.04333,-76.10031,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,127.6,444,26.5,2009,NA
BFA312,BFR102,Colombia,Córdoba,Monteria,"Universidad de Córdoba, Montería",8.79250,-75.86383,Precise,semi-urban area,Deciduous forest,Magdalena-Urabá moist forests,Caribbean,17.6,24,27.5,1257,NA
BFA313,BFR102,Colombia,Córdoba,San Andres de Sotavento,Los Carretos,9.23033,-75.48058,Precise,Tropical dry forest,Floodplain forest,Magdalena-Urabá moist forests,Caribbean,150,177,26.8,1216,NA
BFA314,BFR102,Colombia,Córdoba,San Andres de Sotavento,"Hoja Ancha, Calle Larga",9.18639,-75.49447,Precise,Tropical dry forest,Floodplain forest,Magdalena-Urabá moist forests,Caribbean,115.2,113,27.1,1238,NA
BFA315,BFR102,Colombia,Córdoba,Tierralta,"Alto Quimarí, La Ossa - Cerro la Divisa",8.01985,-76.29374,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,206.1,148,26.1,2140,NA
BFA316,BFR102,Colombia,Córdoba,Tierralta,"Frasquillo, Sector carretera-Los Chibolos, Tierralta (3,4,1)",7.93531,-76.21269,Precise,NA,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,NA,294,26,2255,NA
BFA317,BFR102,Colombia,Córdoba,Tierralta,Chibogadó Alto,7.97790,-76.19457,Precise,Tropical rainforest,Rainforest,Northwestern Andean montane forests,Mesoamerica,190.7,552,26.3,2156,NA
BFA318,BFR102,Colombia,Córdoba,Tierralta,Chibogadó Medio,7.96330,-76.21680,Precise,Tropical rainforest,Rainforest,Northwestern Andean montane forests,Mesoamerica,262.7,302,26,2211,NA
BFA319,BFR102,Colombia,Córdoba,Tierralta,"Quebrada Linda, Batata, La Esperanza",8.04308,-76.28683,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,484.7,153,24.9,2144,NA
BFA320,BFR102,Colombia,Córdoba,Tierralta,Puerto Nuevo,8.04308,-76.28683,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,484.7,153,24.9,2144,NA
BFA321,BFR102,Colombia,Córdoba,Tierralta,"La Ossa, Don Libardo",8.04308,-76.28683,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,484.7,153,24.9,2144,NA
BFA322,BFR102,Colombia,Sucre,La Unión,Finca Buenos Aires,8.86667,-75.25000,Precise,Tropical dry forest,Semideciduous forest,Magdalena-Urabá moist forests,Caribbean,34,43,27.7,1523,NA
BFA165,BFR103,Brazil,Brasilia,Brasilia Federal Distric,Area de Proteção Ambiental de Cafuringa (APAC),-15.73244,-47.81666667,Precise,Interfluvial mesophytic forests,Seasonal riverine forest,Cerrado,Cerrado,NA,1052,21.1,1532,NA
